DRUGBANK_ID	NAMESPACE	ID	SOURCE
DB00286	CHEBML	CHEMBL2106240	drugbank
DB00287	CHEBI	746859	chebi
DB00287	CHEBI	746859	drugbank
DB00287	CHEBML	CHEMBL1200799	drugbank
DB00288	CHEBI	31199	chebi
DB00288	CHEBI	31199	drugbank
DB00288	CHEBML	CHEMBL1200732	drugbank
DB00289	CHEBI	127342	chebi
DB00289	CHEBI	127342	drugbank
DB00289	CHEBI	331697	chebi
DB00289	CHEBML	CHEMBL641	drugbank
DB00290	CHEBI	22907	chebi
DB00290	CHEBI	22907	drugbank
DB00290	CHEBML	CHEMBL403664	drugbank
DB00291	CHEBI	28830	chebi
DB00291	CHEBI	28830	drugbank
DB00291	CHEBML	CHEMBL515	drugbank
DB00292	CHEBI	4910	chebi
DB00292	CHEBI	4910	drugbank
DB00292	CHEBML	CHEMBL681	drugbank
DB00293	CHEBI	5847	drugbank
DB00293	CHEBML	CHEMBL225071	drugbank
DB00294	CHEBI	50777	chebi
DB00294	CHEBI	50777	drugbank
DB00294	CHEBML	CHEMBL1531	drugbank
DB00295	CHEBI	17303	chebi
DB00295	CHEBI	17303	drugbank
DB00295	CHEBI	50731	chebi
DB00295	CHEBI	55340	chebi
DB00295	CHEBI	7003	chebi
DB00295	CHEBML	CHEMBL70	drugbank
DB00296	CHEBI	34954	chebi
DB00296	CHEBI	60803	chebi
DB00296	CHEBI	8890	chebi
DB00296	CHEBI	8890	drugbank
DB00296	CHEBML	CHEMBL1077896	drugbank
DB00297	CHEBI	3215	chebi
DB00297	CHEBI	60789	chebi
DB00297	CHEBI	77431	drugbank
DB00297	CHEBML	CHEMBL1098	drugbank
DB00298	CHEBI	51066	chebi
DB00298	CHEBI	51066	drugbank
DB00298	CHEBML	CHEMBL1201216	drugbank
DB00299	CHEBI	7956	chebi
DB00299	CHEBI	7956	drugbank
DB00299	CHEBML	CHEMBL1540	drugbank
DB00300	CHEBI	63625	chebi
DB00300	CHEBI	63717	chebi
DB00300	CHEBI	63717	drugbank
DB00300	CHEBI	63718	chebi
DB00300	CHEBML	CHEMBL1538	drugbank
DB00301	CHEBI	31615	chebi
DB00301	CHEBI	5098	chebi
DB00301	CHEBI	5098	drugbank
DB00301	CHEBML	CHEMBL222645	drugbank
DB00302	CHEBI	48669	chebi
DB00302	CHEBI	48669	drugbank
DB00302	CHEBML	CHEMBL877	drugbank
DB00303	CHEBI	404903	chebi
DB00303	CHEBI	404903	drugbank
DB00303	CHEBI	60070	chebi
DB00303	CHEBML	CHEMBL1359	drugbank
DB00304	CHEBI	4453	chebi
DB00304	CHEBI	4453	drugbank
DB00304	CHEBML	CHEMBL1533	drugbank
DB00305	CHEBI	27504	chebi
DB00305	CHEBI	27504	drugbank
DB00305	CHEBML	CHEMBL105	drugbank
DB00306	CHEBI	134923	drugbank
DB00306	CHEBML	CHEMBL1200802	drugbank
DB00307	CHEBI	50859	chebi
DB00307	CHEBI	50859	drugbank
DB00307	CHEBML	CHEMBL1023	drugbank
DB00308	CHEBI	5856	drugbank
DB00308	CHEBML	CHEMBL533	drugbank
DB00309	CHEBI	36373	chebi
DB00309	CHEBI	36373	drugbank
DB00309	CHEBML	CHEMBL238071	drugbank
DB00310	CHEBI	3654	chebi
DB00310	CHEBI	3654	drugbank
DB00310	CHEBML	CHEMBL1055	drugbank
DB00311	CHEBI	101096	chebi
DB00311	CHEBI	101096	drugbank
DB00311	CHEBML	CHEMBL18	drugbank
DB00312	CHEBI	7983	chebi
DB00312	CHEBI	7983	drugbank
DB00312	CHEBML	CHEMBL448	drugbank
DB00313	CHEBI	39867	chebi
DB00313	CHEBI	39867	drugbank
DB00313	CHEBML	CHEMBL109	drugbank
DB00314	CHEBI	3371	drugbank
DB00314	CHEBML	CHEMBL2303634	drugbank
DB00315	CHEBI	10124	chebi
DB00315	CHEBI	10124	drugbank
DB00315	CHEBML	CHEMBL1185	drugbank
DB00316	CHEBI	46195	chebi
DB00316	CHEBI	46195	drugbank
DB00316	CHEBML	CHEMBL112	drugbank
DB00317	CHEBI	49668	chebi
DB00317	CHEBI	49668	drugbank
DB00317	CHEBML	CHEMBL939	drugbank
DB00318	CHEBI	16714	chebi
DB00318	CHEBI	16714	drugbank
DB00318	CHEBML	CHEMBL485	drugbank
DB00319	CHEBI	8232	chebi
DB00319	CHEBI	8232	drugbank
DB00319	CHEBI	8233	chebi
DB00319	CHEBML	CHEMBL702	drugbank
DB00320	CHEBI	4562	chebi
DB00320	CHEBI	4562	drugbank
DB00320	CHEBI	59756	chebi
DB00320	CHEBML	CHEMBL1732	drugbank
DB00321	CHEBI	2666	chebi
DB00321	CHEBI	2666	drugbank
DB00321	CHEBML	CHEMBL629	drugbank
DB00322	CHEBI	60761	chebi
DB00322	CHEBI	60761	drugbank
DB00322	CHEBML	CHEMBL917	drugbank
DB00323	CHEBI	63630	chebi
DB00323	CHEBI	63630	drugbank
DB00323	CHEBML	CHEMBL1324	drugbank
DB00324	CHEBI	31625	chebi
DB00324	CHEBI	31625	drugbank
DB00324	CHEBI	78354	chebi
DB00324	CHEBML	CHEMBL1200600	drugbank
DB00325	CHEBI	7596	chebi
DB00325	CHEBI	7596	drugbank
DB00325	CHEBML	CHEMBL2097081	drugbank
DB00326	CHEBI	3314	chebi
DB00326	CHEBI	3314	drugbank
DB00326	CHEBML	CHEMBL1237066	drugbank
DB00327	CHEBI	5790	chebi
DB00327	CHEBI	5790	drugbank
DB00327	CHEBI	5791	chebi
DB00327	CHEBML	CHEMBL398707	drugbank
DB00328	CHEBI	49662	chebi
DB00328	CHEBI	49662	drugbank
DB00328	CHEBML	CHEMBL6	drugbank
DB00330	CHEBI	4877	chebi
DB00330	CHEBI	4877	drugbank
DB00330	CHEBI	4878	chebi
DB00330	CHEBML	CHEMBL44884	drugbank
DB00331	CHEBI	6801	chebi
DB00331	CHEBI	6801	drugbank
DB00331	CHEBI	6802	chebi
DB00331	CHEBML	CHEMBL1431	drugbank
DB00332	CHEBI	46659	chebi
DB00332	CHEBI	46659	drugbank
DB00332	CHEBI	5957	chebi
DB00332	CHEBML	CHEMBL1621597	drugbank
DB00333	CHEBI	6807	chebi
DB00333	CHEBI	6807	drugbank
DB00333	CHEBML	CHEMBL651	drugbank
DB00334	CHEBI	7735	chebi
DB00334	CHEBI	7735	drugbank
DB00334	CHEBML	CHEMBL715	drugbank
DB00335	CHEBI	2904	chebi
DB00335	CHEBI	2904	drugbank
DB00335	CHEBI	31556	chebi
DB00335	CHEBI	55352	chebi
DB00335	CHEBML	CHEMBL24	drugbank
DB00336	CHEBI	44368	chebi
DB00336	CHEBML	CHEMBL869	drugbank
DB00337	CHEBI	135888	drugbank
DB00337	CHEBML	CHEMBL1200686	drugbank
DB00338	CHEBI	77260	drugbank
DB00338	CHEBI	7772	chebi
DB00338	CHEBML	CHEMBL1503	drugbank
DB00339	CHEBI	45285	chebi
DB00339	CHEBI	45285	drugbank
DB00339	CHEBML	CHEMBL614	drugbank
DB00340	CHEBI	51024	chebi
DB00340	CHEBI	51024	drugbank
DB00340	CHEBI	51025	chebi
DB00340	CHEBML	CHEMBL1201342	drugbank
DB00341	CHEBI	3561	chebi
DB00341	CHEBI	3561	drugbank
DB00341	CHEBML	CHEMBL1000	drugbank
DB00342	CHEBI	9453	drugbank
DB00342	CHEBML	CHEMBL17157	drugbank
DB00343	CHEBI	101278	chebi
DB00343	CHEBI	101278	drugbank
DB00343	CHEBI	645509	chebi
DB00343	CHEBML	CHEMBL23	drugbank
DB00344	CHEBI	8597	chebi
DB00344	CHEBI	8597	drugbank
DB00344	CHEBML	CHEMBL668	drugbank
DB00345	CHEBI	104011	chebi
DB00345	CHEBI	104011	drugbank
DB00345	CHEBI	31204	chebi
DB00345	CHEBML	CHEMBL463	drugbank
DB00346	CHEBI	32286	chebi
DB00346	CHEBI	51141	chebi
DB00346	CHEBI	51141	drugbank
DB00346	CHEBML	CHEMBL709	drugbank
DB00347	CHEBI	9727	drugbank
DB00347	CHEBML	CHEMBL695	drugbank
DB00348	CHEBI	50378	chebi
DB00348	CHEBI	50378	drugbank
DB00348	CHEBML	CHEMBL1337	drugbank
DB00349	CHEBI	31413	chebi
DB00349	CHEBI	31413	drugbank
DB00349	CHEBML	CHEMBL70418	drugbank
DB00350	CHEBI	6942	chebi
DB00350	CHEBI	6942	drugbank
DB00350	CHEBML	CHEMBL802	drugbank
DB00351	CHEBI	6722	chebi
DB00351	CHEBI	6723	chebi
DB00351	CHEBI	6723	drugbank
DB00351	CHEBML	CHEMBL1201139	drugbank
DB00352	CHEBI	9555	chebi
DB00352	CHEBI	9555	drugbank
DB00352	CHEBML	CHEMBL727	drugbank
DB00353	CHEBI	92607	drugbank
DB00353	CHEBML	CHEMBL1201356	drugbank
DB00354	CHEBI	3205	chebi
DB00354	CHEBI	3205	drugbank
DB00354	CHEBI	61193	chebi
DB00354	CHEBML	CHEMBL1201271	drugbank
DB00355	CHEBI	161680	chebi
DB00355	CHEBI	161680	drugbank
DB00355	CHEBML	CHEMBL158	drugbank
DB00356	CHEBI	3655	chebi
DB00356	CHEBI	3655	drugbank
DB00356	CHEBML	CHEMBL1371	drugbank
DB00357	CHEBI	2654	chebi
DB00357	CHEBI	2654	drugbank
DB00357	CHEBI	53788	chebi
DB00357	CHEBI	53790	chebi
DB00357	CHEBML	CHEMBL488	drugbank
DB00358	CHEBI	63609	chebi
DB00358	CHEBI	63681	drugbank
DB00358	CHEBML	CHEMBL416956	drugbank
DB00359	CHEBI	9328	chebi
DB00359	CHEBI	9328	drugbank
DB00359	CHEBML	CHEMBL439	drugbank
DB00360	CHEBI	15372	chebi
DB00360	CHEBI	59560	chebi
DB00360	CHEBI	59560	drugbank
DB00360	CHEBML	CHEMBL1201774	drugbank
DB00361	CHEBI	32296	chebi
DB00361	CHEBI	480999	chebi
DB00361	CHEBI	480999	drugbank
DB00361	CHEBI	53750	chebi
DB00361	CHEBML	CHEMBL553025	drugbank
DB00362	CHEBI	55346	chebi
DB00362	CHEBI	55346	drugbank
DB00362	CHEBML	CHEMBL264241	drugbank
DB00363	CHEBI	3766	chebi
DB00363	CHEBI	3766	drugbank
DB00363	CHEBML	CHEMBL42	drugbank
DB00364	CHEBML	CHEMBL2029132	drugbank
DB00365	CHEBI	5543	drugbank
DB00365	CHEBML	CHEMBL583	drugbank
DB00366	CHEBI	51380	chebi
DB00366	CHEBI	51380	drugbank
DB00366	CHEBML	CHEMBL1004	drugbank
DB00367	CHEBI	6443	chebi
DB00367	CHEBI	6443	drugbank
DB00367	CHEBML	CHEMBL1389	drugbank
DB00368	CHEBI	18357	chebi
DB00368	CHEBI	18357	drugbank
DB00368	CHEBML	CHEMBL1437	drugbank
DB00369	CHEBI	3696	chebi
DB00369	CHEBI	3696	drugbank
DB00369	CHEBI	59495	chebi
DB00369	CHEBML	CHEMBL152	drugbank
DB00370	CHEBI	6950	chebi
DB00370	CHEBI	6950	drugbank
DB00370	CHEBML	CHEMBL654	drugbank
DB00371	CHEBI	6761	drugbank
DB00371	CHEBML	CHEMBL979	drugbank
DB00372	CHEBI	32216	chebi
DB00372	CHEBI	9544	chebi
DB00372	CHEBI	9544	drugbank
DB00372	CHEBML	CHEMBL1378	drugbank
DB00373	CHEBI	39465	chebi
DB00373	CHEBI	9599	chebi
DB00373	CHEBI	9599	drugbank
DB00373	CHEBI	9600	chebi
DB00373	CHEBML	CHEMBL499	drugbank
DB00374	CHEBI	50861	chebi
DB00374	CHEBI	50861	drugbank
DB00374	CHEBI	50863	chebi
DB00374	CHEBML	CHEMBL1237119	drugbank
DB00375	CHEBI	3814	chebi
DB00375	CHEBI	59602	chebi
DB00375	CHEBML	CHEMBL1909303	drugbank
DB00376	CHEBI	9720	drugbank
DB00376	CHEBML	CHEMBL1490	drugbank
DB00377	CHEBI	85157	chebi
DB00377	CHEBI	85161	chebi
DB00377	CHEBI	85161	drugbank
DB00377	CHEBML	CHEMBL1189679	drugbank
DB00378	CHEBI	31527	chebi
DB00378	CHEBI	31527	drugbank
DB00378	CHEBML	CHEMBL1200853	drugbank
DB00379	CHEBI	6916	chebi
DB00379	CHEBI	6916	drugbank
DB00379	CHEBI	6917	chebi
DB00379	CHEBML	CHEMBL558	drugbank
DB00380	CHEBI	50223	chebi
DB00380	CHEBI	50223	drugbank
DB00380	CHEBI	50224	chebi
DB00380	CHEBML	CHEMBL1738	drugbank
DB00381	CHEBI	2668	chebi
DB00381	CHEBI	2668	drugbank
DB00381	CHEBI	2669	chebi
DB00381	CHEBML	CHEMBL1491	drugbank
DB00382	CHEBI	45980	chebi
DB00382	CHEBI	45980	drugbank
DB00382	CHEBML	CHEMBL95	drugbank
DB00383	CHEBI	7868	drugbank
DB00383	CHEBML	CHEMBL1495	drugbank
DB00384	CHEBI	9671	drugbank
DB00384	CHEBML	CHEMBL585	drugbank
DB00385	CHEBI	135876	drugbank
DB00385	CHEBML	CHEMBL1096885	drugbank
DB00387	CHEBI	8448	chebi
DB00387	CHEBI	8448	drugbank
DB00387	CHEBI	8449	chebi
DB00387	CHEBML	CHEMBL86715	drugbank
DB00388	CHEBI	8093	chebi
DB00388	CHEBI	8093	drugbank
DB00388	CHEBI	8094	chebi
DB00388	CHEBML	CHEMBL1215	drugbank
DB00389	CHEBI	617099	chebi
DB00389	CHEBI	617099	drugbank
DB00389	CHEBML	CHEMBL508102	drugbank
DB00390	CHEBI	4551	chebi
DB00390	CHEBI	4551	drugbank
DB00390	CHEBML	CHEMBL1751	drugbank
DB00391	CHEBI	32168	chebi
DB00391	CHEBI	32168	drugbank
DB00391	CHEBI	64119	chebi
DB00391	CHEBML	CHEMBL26	drugbank
DB00392	CHEBI	313639	chebi
DB00392	CHEBI	313639	drugbank
DB00392	CHEBI	31568	chebi
DB00392	CHEBML	CHEMBL1206	drugbank
DB00393	CHEBI	7575	chebi
DB00393	CHEBI	7575	drugbank
DB00393	CHEBML	CHEMBL1428	drugbank
DB00394	CHEBI	3001	chebi
DB00394	CHEBI	3002	chebi
DB00394	CHEBI	3002	drugbank
DB00394	CHEBML	CHEMBL1200500	drugbank
DB00395	CHEBI	3419	chebi
DB00395	CHEBI	3419	drugbank
DB00395	CHEBML	CHEMBL1233	drugbank
DB00396	CHEBI	17026	chebi
DB00396	CHEBI	17026	drugbank
DB00396	CHEBML	CHEMBL103	drugbank
DB00397	CHEBI	80680	drugbank
DB00397	CHEBML	CHEMBL136560	drugbank
DB00398	CHEBI	50924	chebi
DB00398	CHEBI	50924	drugbank
DB00398	CHEBI	50928	chebi
DB00398	CHEBML	CHEMBL1336	drugbank
DB00399	CHEBI	46557	chebi
DB00399	CHEBI	46557	drugbank
DB00399	CHEBML	CHEMBL924	drugbank
DB00400	CHEBI	27779	chebi
DB00400	CHEBI	27779	drugbank
DB00400	CHEBML	CHEMBL562	drugbank
DB00401	CHEBI	7577	chebi
DB00401	CHEBI	76917	drugbank
DB00401	CHEBML	CHEMBL1726	drugbank
DB00402	CHEBI	53760	chebi
DB00402	CHEBI	53760	drugbank
DB00402	CHEBML	CHEMBL1522	drugbank
DB00403	CHEBI	59219	chebi
DB00403	CHEBI	59219	drugbank
DB00403	CHEBML	CHEMBL1201355	drugbank
DB00404	CHEBI	2611	chebi
DB00404	CHEBI	2611	drugbank
DB00404	CHEBML	CHEMBL661	drugbank
DB00405	CHEBI	59269	chebi
DB00405	CHEBI	59269	drugbank
DB00405	CHEBI	59273	chebi
DB00405	CHEBML	CHEMBL1201287	drugbank
DB00406	CHEBI	41688	chebi
DB00406	CHEBI	77181	drugbank
DB00406	CHEBML	CHEMBL459265	drugbank
DB00408	CHEBI	50841	chebi
DB00408	CHEBI	50841	drugbank
DB00408	CHEBI	6549	chebi
DB00408	CHEBML	CHEMBL831	drugbank
DB00409	CHEBI	92948	drugbank
DB00409	CHEBML	CHEMBL22242	drugbank
DB00410	CHEBI	7025	chebi
DB00410	CHEBI	7025	drugbank
DB00410	CHEBML	CHEMBL719	drugbank
DB00411	CHEBI	3385	chebi
DB00411	CHEBI	3385	drugbank
DB00411	CHEBML	CHEMBL965	drugbank
DB00412	CHEBI	50122	chebi
DB00412	CHEBI	50122	drugbank
DB00412	CHEBI	50123	chebi
DB00412	CHEBI	50125	chebi
DB00412	CHEBI	8892	chebi
DB00412	CHEBML	CHEMBL121	drugbank
DB00413	CHEBI	51147	chebi
DB00413	CHEBI	51148	chebi
DB00413	CHEBI	8356	chebi
DB00413	CHEBI	8356	drugbank
DB00413	CHEBML	CHEMBL301265	drugbank
DB00414	CHEBI	28052	chebi
DB00414	CHEBI	28052	drugbank
DB00414	CHEBML	CHEMBL1589	drugbank
DB00415	CHEBI	28971	chebi
DB00415	CHEBI	28971	drugbank
DB00415	CHEBI	31209	chebi
DB00415	CHEBI	34535	chebi
DB00415	CHEBML	CHEMBL174	drugbank
DB00416	CHEBI	6901	drugbank
DB00416	CHEBML	CHEMBL1739	drugbank
DB00417	CHEBI	27446	chebi
DB00417	CHEBI	27446	drugbank
DB00417	CHEBI	7967	chebi
DB00417	CHEBML	CHEMBL615	drugbank
DB00418	CHEBI	32124	chebi
DB00418	CHEBI	9073	chebi
DB00418	CHEBI	9073	drugbank
DB00418	CHEBML	CHEMBL447	drugbank
DB00419	CHEBI	50381	chebi
DB00419	CHEBI	50381	drugbank
DB00419	CHEBML	CHEMBL1029	drugbank
DB00420	CHEBI	8459	chebi
DB00420	CHEBI	8459	drugbank
DB00420	CHEBI	8460	chebi
DB00420	CHEBML	CHEMBL564	drugbank
DB00421	CHEBI	9241	chebi
DB00421	CHEBI	9241	drugbank
DB00421	CHEBML	CHEMBL1393	drugbank
DB00422	CHEBI	6887	chebi
DB00422	CHEBI	84276	drugbank
DB00422	CHEBML	CHEMBL796	drugbank
DB00423	CHEBI	6832	chebi
DB00423	CHEBI	77498	drugbank
DB00423	CHEBML	CHEMBL1201117	drugbank
DB00424	CHEBI	17486	chebi
DB00424	CHEBI	17486	drugbank
DB00424	CHEBML	CHEMBL1331216	drugbank
DB00425	CHEBI	10125	chebi
DB00425	CHEBI	10125	drugbank
DB00425	CHEBI	10126	chebi
DB00425	CHEBML	CHEMBL911	drugbank
DB00426	CHEBI	4974	chebi
DB00426	CHEBI	4974	drugbank
DB00426	CHEBML	CHEMBL880	drugbank
DB00427	CHEBI	32265	chebi
DB00427	CHEBI	84116	chebi
DB00427	CHEBI	84116	drugbank
DB00427	CHEBML	CHEMBL855	drugbank
DB00428	CHEBI	9288	chebi
DB00428	CHEBI	9288	drugbank
DB00428	CHEBML	CHEMBL1603	drugbank
DB00429	CHEBI	3403	chebi
DB00429	CHEBI	3404	chebi
DB00429	CHEBI	3404	drugbank
DB00429	CHEBML	CHEMBL1237105	drugbank
DB00430	CHEBI	31377	chebi
DB00430	CHEBI	59213	chebi
DB00430	CHEBI	59213	drugbank
DB00430	CHEBML	CHEMBL1201204	drugbank
DB00431	CHEBI	32888	chebi
DB00431	CHEBI	32888	drugbank
DB00431	CHEBML	CHEMBL15891	drugbank
DB00432	CHEBI	75179	chebi
DB00432	CHEBI	75179	drugbank
DB00432	CHEBML	CHEMBL1129	drugbank
DB00433	CHEBI	34932	chebi
DB00433	CHEBI	8435	chebi
DB00433	CHEBI	8435	drugbank
DB00433	CHEBI	8436	chebi
DB00433	CHEBML	CHEMBL728	drugbank
DB00434	CHEBI	4046	chebi
DB00434	CHEBI	4046	drugbank
DB00434	CHEBI	650917	chebi
DB00434	CHEBML	CHEMBL516	drugbank
DB00435	CHEBI	16480	chebi
DB00435	CHEBI	16480	drugbank
DB00435	CHEBML	CHEMBL1200689	drugbank
DB00436	CHEBI	3013	chebi
DB00436	CHEBI	3013	drugbank
DB00436	CHEBI	59243	chebi
DB00436	CHEBI	59244	chebi
DB00436	CHEBML	CHEMBL1684	drugbank
DB00437	CHEBI	40279	chebi
DB00437	CHEBI	40279	drugbank
DB00437	CHEBML	CHEMBL1467	drugbank
DB00438	CHEBI	3508	chebi
DB00438	CHEBI	3508	drugbank
DB00438	CHEBI	3509	chebi
DB00438	CHEBI	53675	chebi
DB00438	CHEBML	CHEMBL44354	drugbank
DB00439	CHEBI	3558	chebi
DB00439	CHEBI	3558	drugbank
DB00439	CHEBI	3559	chebi
DB00439	CHEBML	CHEMBL1477	drugbank
DB00440	CHEBI	45924	chebi
DB00440	CHEBI	45924	drugbank
DB00440	CHEBML	CHEMBL22	drugbank
DB00441	CHEBI	175901	chebi
DB00441	CHEBI	175901	drugbank
DB00441	CHEBI	31647	chebi
DB00441	CHEBML	CHEMBL888	drugbank
DB00442	CHEBI	473990	chebi
DB00442	CHEBI	473990	drugbank
DB00442	CHEBI	59902	chebi
DB00442	CHEBML	CHEMBL713	drugbank
DB00443	CHEBI	3077	chebi
DB00443	CHEBI	3077	drugbank
DB00443	CHEBI	3078	chebi
DB00443	CHEBI	31275	chebi
DB00443	CHEBI	31276	chebi
DB00443	CHEBI	31277	chebi
DB00443	CHEBI	50894	chebi
DB00443	CHEBML	CHEMBL632	drugbank
DB00444	CHEBI	75988	chebi
DB00444	CHEBML	CHEMBL452231	drugbank
DB00445	CHEBI	47898	chebi
DB00445	CHEBI	47898	drugbank
DB00445	CHEBML	CHEMBL417	drugbank
DB00446	CHEBI	17698	chebi
DB00446	CHEBI	17698	drugbank
DB00446	CHEBI	3605	chebi
DB00446	CHEBML	CHEMBL130	drugbank
DB00447	CHEBI	47544	chebi
DB00447	CHEBI	47544	drugbank
DB00447	CHEBML	CHEMBL1013	drugbank
DB00448	CHEBI	6375	chebi
DB00448	CHEBI	6375	drugbank
DB00448	CHEBML	CHEMBL480	drugbank
DB00449	CHEBI	4646	chebi
DB00449	CHEBI	4646	drugbank
DB00449	CHEBI	4647	chebi
DB00449	CHEBML	CHEMBL1201262	drugbank
DB00450	CHEBI	4717	chebi
DB00450	CHEBI	4717	drugbank
DB00450	CHEBML	CHEMBL1108	drugbank
DB00451	CHEBI	18332	chebi
DB00451	CHEBI	18332	drugbank
DB00451	CHEBI	6446	chebi
DB00451	CHEBI	6447	chebi
DB00451	CHEBML	CHEMBL1624	drugbank
DB00452	CHEBI	7508	chebi
DB00452	CHEBI	7508	drugbank
DB00452	CHEBML	CHEMBL184618	drugbank
DB00453	CHEBI	59589	chebi
DB00453	CHEBI	59589	drugbank
DB00453	CHEBML	CHEMBL2106071	drugbank
DB00454	CHEBI	6754	drugbank
DB00454	CHEBML	CHEMBL607	drugbank
DB00455	CHEBI	6538	drugbank
DB00455	CHEBML	CHEMBL998	drugbank
DB00456	CHEBI	124991	chebi
DB00456	CHEBI	124991	drugbank
DB00456	CHEBI	3542	chebi
DB00456	CHEBML	CHEMBL617	drugbank
DB00457	CHEBI	8364	chebi
DB00457	CHEBI	8364	drugbank
DB00457	CHEBI	8365	chebi
DB00457	CHEBML	CHEMBL2	drugbank
DB00458	CHEBI	47499	chebi
DB00458	CHEBI	47499	drugbank
DB00458	CHEBML	CHEMBL11	drugbank
DB00459	CHEBI	50173	chebi
DB00459	CHEBI	50173	drugbank
DB00459	CHEBML	CHEMBL1131	drugbank
DB00460	CHEBI	32293	chebi
DB00460	CHEBML	CHEMBL2052016	drugbank
DB00461	CHEBI	7443	chebi
DB00461	CHEBI	7443	drugbank
DB00461	CHEBML	CHEMBL1070	drugbank
DB00462	CHEBI	6845	drugbank
DB00463	CHEBI	31827	drugbank
DB00463	CHEBML	CHEMBL450	drugbank
DB00464	CHEBI	75273	drugbank
DB00464	CHEBML	CHEMBL1200354	drugbank
DB00465	CHEBI	6129	chebi
DB00465	CHEBI	6130	chebi
DB00465	CHEBI	76223	drugbank
DB00465	CHEBML	CHEMBL469	drugbank
DB00466	CHEBML	CHEMBL1908342	drugbank
DB00467	CHEBI	157175	chebi
DB00467	CHEBI	157175	drugbank
DB00467	CHEBML	CHEMBL826	drugbank
DB00468	CHEBI	15854	chebi
DB00468	CHEBI	15854	drugbank
DB00468	CHEBI	52250	chebi
DB00468	CHEBI	52251	chebi
DB00468	CHEBML	CHEMBL170	drugbank
DB00469	CHEBI	32192	chebi
DB00469	CHEBI	32192	drugbank
DB00469	CHEBML	CHEMBL302795	drugbank
DB00470	CHEBI	66964	chebi
DB00470	CHEBI	66964	drugbank
DB00470	CHEBML	CHEMBL465	drugbank
DB00471	CHEBI	50730	chebi
DB00471	CHEBI	50730	drugbank
DB00471	CHEBML	CHEMBL787	drugbank
DB00472	CHEBI	5118	chebi
DB00472	CHEBI	5119	chebi
DB00472	CHEBI	86990	drugbank
DB00472	CHEBML	CHEMBL41	drugbank
DB00473	CHEBI	34791	drugbank
DB00473	CHEBML	CHEMBL1197	drugbank
DB00474	CHEBI	102216	chebi
DB00474	CHEBI	102216	drugbank
DB00474	CHEBI	6834	chebi
DB00474	CHEBML	CHEMBL7413	drugbank
DB00475	CHEBI	3611	chebi
DB00475	CHEBI	3611	drugbank
DB00475	CHEBI	3612	chebi
DB00475	CHEBML	CHEMBL451	drugbank
DB00476	CHEBI	36795	chebi
DB00476	CHEBI	36795	drugbank
DB00476	CHEBML	CHEMBL1175	drugbank
DB00477	CHEBI	3647	chebi
DB00477	CHEBI	3647	drugbank
DB00477	CHEBI	3649	chebi
DB00477	CHEBML	CHEMBL71	drugbank
DB00478	CHEBI	94440	drugbank
DB00478	CHEBML	CHEMBL959	drugbank
DB00479	CHEBI	2637	chebi
DB00479	CHEBI	2637	drugbank
DB00479	CHEBI	2638	chebi
DB00479	CHEBML	CHEMBL177	drugbank
DB00480	CHEBI	63791	chebi
DB00480	CHEBI	63791	drugbank
DB00480	CHEBML	CHEMBL848	drugbank
DB00481	CHEBI	50740	chebi
DB00481	CHEBI	8772	chebi
DB00481	CHEBI	8772	drugbank
DB00481	CHEBML	CHEMBL81	drugbank
DB00482	CHEBI	41423	chebi
DB00482	CHEBI	41423	drugbank
DB00482	CHEBML	CHEMBL118	drugbank
DB00483	CHEBML	CHEMBL1200993	drugbank
DB00484	CHEBI	3175	chebi
DB00484	CHEBI	3175	drugbank
DB00484	CHEBI	51157	chebi
DB00484	CHEBML	CHEMBL844	drugbank
DB00485	CHEBI	34691	chebi
DB00485	CHEBI	4511	chebi
DB00485	CHEBI	4511	drugbank
DB00485	CHEBML	CHEMBL893	drugbank
DB00486	CHEBML	CHEMBL947	drugbank
DB00487	CHEBI	50194	chebi
DB00487	CHEBI	50199	chebi
DB00487	CHEBI	50199	drugbank
DB00487	CHEBML	CHEMBL267648	drugbank
DB00488	CHEBI	24564	drugbank
DB00488	CHEBML	CHEMBL1455	drugbank
DB00489	CHEBI	63622	chebi
DB00489	CHEBI	63622	drugbank
DB00489	CHEBI	9207	chebi
DB00489	CHEBML	CHEMBL471	drugbank
DB00490	CHEBI	3223	chebi
DB00490	CHEBI	3223	drugbank
DB00490	CHEBI	3224	chebi
DB00490	CHEBML	CHEMBL49	drugbank
DB00491	CHEBI	6935	drugbank
DB00491	CHEBML	CHEMBL1561	drugbank
DB00492	CHEBI	5163	chebi
DB00492	CHEBI	5163	drugbank
DB00492	CHEBML	CHEMBL3039598	drugbank
DB00493	CHEBI	204928	chebi
DB00493	CHEBI	204928	drugbank
DB00493	CHEBI	3498	chebi
DB00493	CHEBML	CHEMBL1730	drugbank
DB00494	CHEBI	4798	chebi
DB00494	CHEBI	4798	drugbank
DB00494	CHEBML	CHEMBL953	drugbank
DB00495	CHEBI	10110	chebi
DB00495	CHEBI	10110	drugbank
DB00495	CHEBML	CHEMBL129	drugbank
DB00496	CHEBI	31455	chebi
DB00496	CHEBI	391960	chebi
DB00496	CHEBI	391960	drugbank
DB00496	CHEBML	CHEMBL1346	drugbank
DB00497	CHEBI	7852	chebi
DB00497	CHEBI	7852	drugbank
DB00497	CHEBI	7859	chebi
DB00497	CHEBML	CHEMBL656	drugbank
