lspcid	name	members
359	CITRIC ACID	CAS:134-31-6|CAS:144-29-6|CAS:148-24-3|CAS:3012-65-5|CAS:3344-18-1|CAS:5949-29-1|CAS:6080-58-6|CAS:6100-05-6|CAS:77-92-9|CAS:866-84-2|CAS:919-16-4|CHEBI:CHEBI:131391|CHEBI:CHEBI:30769|CHEBI:CHEBI:31404|CHEBI:CHEBI:48981|CHEBI:CHEBI:53258|CHEBI:CHEBI:63076|CHEBI:CHEBI:64733|CHEBI:CHEBI:64735|CHEBI:CHEBI:64746|CHEBI:CHEBI:64754|CHEBI:CHEBI:79399|CHEBI:CHEBI:81774|CHEMBL:CHEMBL1200458|CHEMBL:CHEMBL1200842|CHEMBL:CHEMBL1201170|CHEMBL:CHEMBL1261|CHEMBL:CHEMBL1355|CHEMBL:CHEMBL1366480|CHEMBL:CHEMBL1697698|CHEMBL:CHEMBL2103738|CHEMBL:CHEMBL2104896|CHEMBL:CHEMBL2106123|CHEMBL:CHEMBL2107216|CHEMBL:CHEMBL2107737|CHEMBL:CHEMBL2374305|CHEMBL:CHEMBL310555|CHEMBL:CHEMBL3186026|CHEMBL:CHEMBL3189066|CHEMBL:CHEMBL3251402|CHEMBL:CHEMBL3559380|CHEMBL:CHEMBL3989480|CHEMBL:CHEMBL3989678|CHEMBL:CHEMBL3989822|CHEMBL:CHEMBL3990694|CHEMBL:CHEMBL451260|DRUGBANK:DB04272|DRUGBANK:DB09125|DRUGBANK:DB09154|DRUGBANK:DB11093|DRUGBANK:DB11110|DRUGBANK:DB11145|DRUGBANK:DB14507|HMDB:HMDB0000094|MESH:D015125|PUBCHEM:13344|PUBCHEM:13520|PUBCHEM:15595021|PUBCHEM:18171|PUBCHEM:1923|PUBCHEM:22230|PUBCHEM:2724118|PUBCHEM:2735208|PUBCHEM:311|PUBCHEM:517000|PUBCHEM:6099959|PUBCHEM:6224
367	1,6-Bis(Pyridinium)Hexane Dibromide	CHEMBL:CHEMBL104381|CHEMBL:CHEMBL1179913|CHEMBL:CHEMBL389283
369	DITIOCARB	CAS:147-84-2|CAS:148-18-5|CHEBI:CHEBI:144351|CHEBI:CHEBI:144353|CHEBI:CHEBI:82587|CHEMBL:CHEMBL107217|CHEMBL:CHEMBL3182813|CHEMBL:CHEMBL3185333|CHEMBL:CHEMBL961|DRUGBANK:DB02520|DRUGBANK:DB14193|MESH:D004050|PUBCHEM:26633|PUBCHEM:533728|PUBCHEM:8987
373	NANOFIN	CHEMBL:CHEMBL1517793|CHEMBL:CHEMBL2104431|CHEMBL:CHEMBL2359118
379	ACRIDINE	CAS:260-94-6|CHEBI:CHEBI:36420|CHEMBL:CHEMBL39677|CHEMBL:CHEMBL4103461|PUBCHEM:9215
388	ARCAINE	CAS:544-05-8|CHEBI:CHEBI:16652|CHEMBL:CHEMBL102740|CHEMBL:CHEMBL1256017|PUBCHEM:2227
394	BENZENESULFONAMIDE	CHEMBL:CHEMBL1731009|CHEMBL:CHEMBL27601
395	Dodecyl-Trimethyl-Ammonium Bromide	CAS:10182-91-9|CAS:1119-94-4|CHEBI:CHEBI:282662|CHEBI:CHEBI:41378|CHEMBL:CHEMBL109873|CHEMBL:CHEMBL1180004|CHEMBL:CHEMBL1884887|DRUGBANK:DB02779|PUBCHEM:14249|PUBCHEM:8153
397	potassium [propan-2-yl hydroxy(carbonothioyl)]sulfanide	CAS:108-25-8|CHEBI:CHEBI:82248|CHEMBL:CHEMBL2380739|CHEMBL:CHEMBL3039754|CHEMBL:CHEMBL3186619|PUBCHEM:7919
400	1,5-Bis(Pyridinium)-Pentane Dibromide	CHEMBL:CHEMBL103044|CHEMBL:CHEMBL1088019|CHEMBL:CHEMBL1179867
403	ETHYLISOTHIOUREA	CHEMBL:CHEMBL1255945|CHEMBL:CHEMBL321691|DRUGBANK:DB02234
405	VALERIC ACID	CAS:109-52-4|CHEBI:CHEBI:17418|CHEMBL:CHEMBL2106510|CHEMBL:CHEMBL268736|CHEMBL:CHEMBL3188068|CHEMBL:CHEMBL3981368|CHEMBL:CHEMBL509357|DRUGBANK:DB02406|HMDB:HMDB0000892|PUBCHEM:7991
406	TRIMETHYL-OCTADECYL-AMMONIUM CHLORIDE	CAS:112-03-8|CHEBI:CHEBI:81710|CHEMBL:CHEMBL109458|CHEMBL:CHEMBL1179998|CHEMBL:CHEMBL118745|PUBCHEM:8155
419	1,11-Bis(Pyridinium)-Undecane Dibromide	CHEMBL:CHEMBL1185740|CHEMBL:CHEMBL430886
424	MALIC ACID	CAS:138-09-0|CAS:636-61-3|CAS:6915-15-7|CHEBI:CHEBI:30796|CHEBI:CHEBI:6650|CHEBI:CHEBI:91261|CHEMBL:CHEMBL1455497|CHEMBL:CHEMBL182856|CHEMBL:CHEMBL225986|CHEMBL:CHEMBL493556|DRUGBANK:DB03499|DRUGBANK:DB12751|HMDB:HMDB0031518|PUBCHEM:525|PUBCHEM:6097189|PUBCHEM:92824
425	NSC-7332	CHEMBL:CHEMBL109737|CHEMBL:CHEMBL112826|CHEMBL:CHEMBL112888|CHEMBL:CHEMBL211583
429	BIPHENYL-4-AMINE	CAS:92-67-1|CHEBI:CHEBI:1784|CHEMBL:CHEMBL3185160|CHEMBL:CHEMBL44201|HMDB:HMDB0013195|PUBCHEM:7102
434	Pyrrolidin-(2Z)-ylideneamine	CHEMBL:CHEMBL161318|CHEMBL:CHEMBL543888
439	sodium [ethyl hydroxy(carbonothioyl)]sulfanide	CHEMBL:CHEMBL2380738|CHEMBL:CHEMBL3039661|CHEMBL:CHEMBL3188975
444	Hexyl-Trimethyl-Ammonium	CHEMBL:CHEMBL136229|CHEMBL:CHEMBL150054
447	1,9-Bis(Pyridinium)-Nonane Dibromide	CHEMBL:CHEMBL105742|CHEMBL:CHEMBL1179953
451	P-Toluenesulfonate	CAS:104-15-4|CAS:13445-63-1|CHEBI:CHEBI:136001|CHEBI:CHEBI:27849|CHEMBL:CHEMBL112506|CHEMBL:CHEMBL1180060|CHEMBL:CHEMBL2106780|CHEMBL:CHEMBL2111946|CHEMBL:CHEMBL2112770|CHEMBL:CHEMBL2219564|CHEMBL:CHEMBL2219717|CHEMBL:CHEMBL3183883|CHEMBL:CHEMBL3186382|CHEMBL:CHEMBL541253|DRUGBANK:DB03120|DRUGBANK:DB13585|HMDB:HMDB0059933|PUBCHEM:26000|PUBCHEM:6101
461	TRAMIPROSATE	CAS:3687-18-1|CHEBI:CHEBI:1457|CHEMBL:CHEMBL1256024|CHEMBL:CHEMBL1256473|CHEMBL:CHEMBL149082|DRUGBANK:DB06527|PUBCHEM:1646
462	2-(2-Aminoethyl)Isothiourea Dihydrobromide	CHEMBL:CHEMBL1256025|CHEMBL:CHEMBL1256182|CHEMBL:CHEMBL454761
466	TROPOLONE	CAS:533-75-5|CHEBI:CHEBI:79966|CHEMBL:CHEMBL121188|CHEMBL:CHEMBL2374293|CHEMBL:CHEMBL3559385|MESH:D014334|PUBCHEM:10789
471	DISULFIRAM	CAS:97-77-8|CHEBI:CHEBI:4659|CHEMBL:CHEMBL964|DRUGBANK:DB00822|HMDB:HMDB0014960|HMS-LINCS:10507|MESH:D004221|PUBCHEM:3117
473	t-4-AMINOCROTONIC ACID (TACA)	CHEMBL:CHEMBL32307|CHEMBL:CHEMBL33086
474	4-Methoxyaniline	CAS:104-94-9|CHEBI:CHEBI:82388|CHEMBL:CHEMBL1524474|CHEMBL:CHEMBL295652|HMDB:HMDB0029300|PUBCHEM:7732
475	DEXTROAMPHETAMINE	CAS:156-34-3|CAS:300-62-9|CAS:51-63-8|CAS:526-99-8|CHEBI:CHEBI:132233|CHEBI:CHEBI:30852|CHEBI:CHEBI:42724|CHEBI:CHEBI:4469|CHEMBL:CHEMBL1200377|CHEMBL:CHEMBL1200387|CHEMBL:CHEMBL1200782|CHEMBL:CHEMBL1232958|CHEMBL:CHEMBL1783878|CHEMBL:CHEMBL1788294|CHEMBL:CHEMBL1789699|CHEMBL:CHEMBL19393|CHEMBL:CHEMBL2028379|CHEMBL:CHEMBL2104217|CHEMBL:CHEMBL2106371|CHEMBL:CHEMBL2106669|CHEMBL:CHEMBL287386|CHEMBL:CHEMBL3250770|CHEMBL:CHEMBL3250771|CHEMBL:CHEMBL3250772|CHEMBL:CHEMBL3250773|CHEMBL:CHEMBL3250774|CHEMBL:CHEMBL3250775|CHEMBL:CHEMBL3544971|CHEMBL:CHEMBL3989844|CHEMBL:CHEMBL405|CHEMBL:CHEMBL501|CHEMBL:CHEMBL554211|DRUGBANK:DB00182|DRUGBANK:DB01576|DRUGBANK:DB13962|HMDB:HMDB0000639|HMDB:HMDB0012128|HMDB:HMDB0014328|HMDB:HMDB0015516|MESH:D000661|MESH:D003913|PUBCHEM:25137958|PUBCHEM:3007|PUBCHEM:3037582|PUBCHEM:32893
477	ASPARTIC ACID	CAS:1783-96-6|CAS:21059-46-1|CAS:56-84-8|CHEBI:CHEBI:17053|CHEBI:CHEBI:17364|CHEBI:CHEBI:31337|CHEMBL:CHEMBL2106115|CHEMBL:CHEMBL274323|CHEMBL:CHEMBL29757|CHEMBL:CHEMBL3990695|CHEMBL:CHEMBL3991085|DRUGBANK:DB00128|DRUGBANK:DB02655|HMDB:HMDB0000191|HMDB:HMDB0006483|PUBCHEM:30465|PUBCHEM:5960|PUBCHEM:83887
480	AMINOLEVULINIC ACID	CAS:106-60-5|CHEBI:CHEBI:132969|CHEBI:CHEBI:17549|CHEMBL:CHEMBL1200582|CHEMBL:CHEMBL18851|CHEMBL:CHEMBL3350389|CHEMBL:CHEMBL3350765|CHEMBL:CHEMBL601|DRUGBANK:DB00855|HMDB:HMDB0001149|HMS-LINCS:11697|MESH:D000622|PUBCHEM:123608|PUBCHEM:137
489	Sodium 4-Methylvalerate	CAS:646-07-1|CHEBI:CHEBI:74903|CHEMBL:CHEMBL1230308|CHEMBL:CHEMBL1762644|DRUGBANK:DB03993|HMDB:HMDB0000689|PUBCHEM:12587
493	THIOCYCLAM	CAS:31895-21-3|CAS:31895-22-4|CHEBI:CHEBI:133553|CHEBI:CHEBI:4947|CHEMBL:CHEMBL1551939|CHEMBL:CHEMBL2270412|PUBCHEM:35969|PUBCHEM:35970
500	PENTOLINIUM	CAS:144-44-5|CHEBI:CHEBI:347401|CHEMBL:CHEMBL118902|CHEMBL:CHEMBL1318287|CHEMBL:CHEMBL1356989|DRUGBANK:DB01090|HMDB:HMDB0015222|MESH:D010425|PUBCHEM:5849
509	Piperidine-1-Carboxamidine	CHEMBL:CHEMBL103102|CHEMBL:CHEMBL216318
511	4-Aminobenzamidine	CAS:2498-50-2|CHEBI:CHEBI:10618|CHEMBL:CHEMBL124632|CHEMBL:CHEMBL1562872|CHEMBL:CHEMBL545184|PUBCHEM:75626
520	MORPHOLINECARBAMODITHIOATE SODIUM SALT	CHEMBL:CHEMBL1994109|CHEMBL:CHEMBL2009938|CHEMBL:CHEMBL2023727
541	5-Aminovaleric acid	CAS:660-88-8|CHEBI:CHEBI:15887|CHEMBL:CHEMBL1256511|CHEMBL:CHEMBL284116|HMDB:HMDB0003355|PUBCHEM:138
544	d,l-threo-3-HYDROXYASPARTIC ACID	CAS:1860-87-3|CAS:7298-99-9|CHEBI:CHEBI:10696|CHEBI:CHEBI:17576|CHEBI:CHEBI:60893|CHEBI:CHEBI:60897|CHEBI:CHEBI:83981|CHEMBL:CHEMBL1231330|CHEMBL:CHEMBL1256517|CHEMBL:CHEMBL1356625|CHEMBL:CHEMBL3039080|CHEMBL:CHEMBL3317781|CHEMBL:CHEMBL568192|DRUGBANK:DB03640|PUBCHEM:11788378|PUBCHEM:14463|PUBCHEM:443239|PUBCHEM:5425|PUBCHEM:6603868
553	Sodium Bis(2-Hydroxyethyl)Carbamodithioate	CHEMBL:CHEMBL2023724|CHEMBL:CHEMBL2027858
558	HEXANOATE	CAS:142-62-1|CHEBI:CHEBI:30776|CHEMBL:CHEMBL14184|CHEMBL:CHEMBL3913375|HMDB:HMDB0000535|PUBCHEM:8892
562	(-)-Terreic acid	CHEBI:CHEBI:156546|CHEMBL:CHEMBL1455300|CHEMBL:CHEMBL2373651|PUBCHEM:91437
569	VALPROIC ACID	CAS:1069-66-5|CAS:76584-70-8|CAS:99-66-1|CHEBI:CHEBI:39867|CHEBI:CHEBI:4667|CHEBI:CHEBI:60654|CHEBI:CHEBI:9925|CHEMBL:CHEMBL109|CHEMBL:CHEMBL2105613|CHEMBL:CHEMBL2315212|CHEMBL:CHEMBL433|DRUGBANK:DB00313|DRUGBANK:DB00510|HMDB:HMDB0001877|HMS-LINCS:10346|LINCS:LSM-4620|PUBCHEM:16760703|PUBCHEM:23663956|PUBCHEM:3121|PUBCHEM:3549980
571	CYSTEINE	CAS:3374-22-9|CAS:52-89-1|CAS:921-01-7|CHEBI:CHEBI:15356|CHEBI:CHEBI:16375|CHEBI:CHEBI:17561|CHEMBL:CHEMBL1200630|CHEMBL:CHEMBL171281|CHEMBL:CHEMBL54943|DRUGBANK:DB00151|DRUGBANK:DB03201|HMDB:HMDB0000574|HMDB:HMDB0003417|MESH:D003545|PUBCHEM:5260155|PUBCHEM:5862|PUBCHEM:6419721
585	PHENANTHROLINE	CAS:66-71-7|CHEBI:CHEBI:44975|CHEMBL:CHEMBL1255788|CHEMBL:CHEMBL1522486|CHEMBL:CHEMBL1969792|CHEMBL:CHEMBL3183967|CHEMBL:CHEMBL415879|DRUGBANK:DB02365|PUBCHEM:1318
586	PHENYLPHOSPHONIC ACID	CHEMBL:CHEMBL1603058|CHEMBL:CHEMBL179801
594	PHENYLARSONIC ACID	CAS:98-05-5|CHEBI:CHEBI:29851|CHEMBL:CHEMBL2206489|CHEMBL:CHEMBL364571|CHEMBL:CHEMBL509986|PUBCHEM:7365
600	PARABEN	CAS:114-63-6|CAS:99-96-7|CHEBI:CHEBI:113449|CHEBI:CHEBI:30763|CHEMBL:CHEMBL1762656|CHEMBL:CHEMBL441343|DRUGBANK:DB04242|HMDB:HMDB0000500|PUBCHEM:135|PUBCHEM:16219477
610	THIAZOLIDINEDIONE	CAS:2295-31-0|CHEBI:CHEBI:50992|CHEMBL:CHEMBL2071163|CHEMBL:CHEMBL85398|DRUGBANK:DB11898|PUBCHEM:5437
618	Potassium 2-(Dithiocarboxylatoamino)Acetate	CHEMBL:CHEMBL2023172|CHEMBL:CHEMBL2027928
630	4-Bromo-Benzoic Acid	CAS:586-76-5|CHEBI:CHEBI:60698|CHEMBL:CHEMBL1762653|CHEMBL:CHEMBL22051|PUBCHEM:11464
638	ETHAMBUTOL	CAS:1070-11-7|CHEBI:CHEBI:4877|CHEBI:CHEBI:94436|CHEBI:CHEBI:94654|CHEMBL:CHEMBL1200958|CHEMBL:CHEMBL1201318|CHEMBL:CHEMBL1628240|CHEMBL:CHEMBL1788373|CHEMBL:CHEMBL25539|CHEMBL:CHEMBL3140361|CHEMBL:CHEMBL43824|DRUGBANK:DB00330|HMDB:HMDB0014474|HMS-LINCS:11072|MESH:D004977|PUBCHEM:14052|PUBCHEM:3279|PUBCHEM:470071
644	1-methylpyrrolidin-2-imine hydrochloride	CHEMBL:CHEMBL3228371|CHEMBL:CHEMBL3303586
646	Sodium 2-Methylvalerate	CHEMBL:CHEMBL1204680|CHEMBL:CHEMBL12569
647	DIPICOLINIC ACID	CAS:499-83-2|CHEBI:CHEBI:46837|CHEMBL:CHEMBL177801|CHEMBL:CHEMBL284104|DRUGBANK:DB04267|HMDB:HMDB0033161|PUBCHEM:10367
649	Dipotassium Naphthalene-2,6-Dicarboxylate	CAS:1141-38-4|CHEBI:CHEBI:44460|CHEMBL:CHEMBL1205452|CHEMBL:CHEMBL99236|DRUGBANK:DB08262|PUBCHEM:14357
654	4-CHLORO-BENZOIC ACID	CAS:74-11-3|CHEBI:CHEBI:30747|CHEMBL:CHEMBL1762652|CHEMBL:CHEMBL618|DRUGBANK:DB03728|PUBCHEM:6318
663	Azepan-(2Z)-ylideneamine	CHEMBL:CHEMBL315857|CHEMBL:CHEMBL543752
666	L-2-Hydroxyglutarate	CAS:13095-48-2|CHEBI:CHEBI:32796|CHEBI:CHEBI:32797|CHEMBL:CHEMBL1614745|CHEMBL:CHEMBL1615211|HMDB:HMDB0000606|HMDB:HMDB0000694|PUBCHEM:439391|PUBCHEM:439939
675	ORTHOTOLIDINE	CAS:119-93-7|CHEBI:CHEBI:34320|CHEMBL:CHEMBL1863800|CHEMBL:CHEMBL85109|PUBCHEM:8413
676	S-2-Aminoethyl Methanesulfonothioate	CHEMBL:CHEMBL256738|CHEMBL:CHEMBL271256
680	PALMITIC ACID	CAS:57-10-3|CHEBI:CHEBI:15756|CHEMBL:CHEMBL2074861|CHEMBL:CHEMBL3981824|CHEMBL:CHEMBL82293|DRUGBANK:DB03796|HMDB:HMDB0000220|MESH:D019308|PUBCHEM:985
682	AMINOCAPROIC ACID	CAS:1319-82-0|CHEBI:CHEBI:16586|CHEMBL:CHEMBL1046|DRUGBANK:DB00513|HMDB:HMDB0001901|HMS-LINCS:11704|MESH:D015119|PUBCHEM:517030
686	STEARIC ACID	CAS:557-04-0|CAS:57-11-4|CAS:7047-84-9|CAS:822-16-2|CHEBI:CHEBI:132109|CHEBI:CHEBI:28842|CHEBI:CHEBI:31197|CHEBI:CHEBI:9254|CHEMBL:CHEMBL1906423|CHEMBL:CHEMBL2106092|CHEMBL:CHEMBL2106633|CHEMBL:CHEMBL3182676|CHEMBL:CHEMBL3185220|CHEMBL:CHEMBL46403|DRUGBANK:DB01375|DRUGBANK:DB03193|DRUGBANK:DB14077|HMDB:HMDB0000827|PUBCHEM:11177|PUBCHEM:16682987|PUBCHEM:2724691|PUBCHEM:5281
695	HADACIDIN	CAS:689-13-4|CHEBI:CHEBI:43040|CHEMBL:CHEMBL2028418|CHEMBL:CHEMBL331373|DRUGBANK:DB02109|PUBCHEM:12717
697	N,N'-Diphenyl-Guanidine	CAS:102-06-7|CHEBI:CHEBI:144319|CHEMBL:CHEMBL556117|CHEMBL:CHEMBL77675|DRUGBANK:DB14191|PUBCHEM:7594
702	4-Fluorobenzoic Acid	CAS:456-22-4|CHEBI:CHEBI:20364|CHEMBL:CHEMBL1762651|CHEMBL:CHEMBL1775001|CHEMBL:CHEMBL316860|PUBCHEM:9973
705	DIPROPYLCARBAMODITHIOATE SODIUM SALT	CHEMBL:CHEMBL2023720|CHEMBL:CHEMBL2028021
712	PHENYLACETIC ACID	CAS:103-82-2|CHEBI:CHEBI:30745|CHEMBL:CHEMBL1044|CHEMBL:CHEMBL1200358|DRUGBANK:DB09269|HMDB:HMDB0000209|PUBCHEM:999
714	P-Iodobenzoic Acid	CHEMBL:CHEMBL101265|CHEMBL:CHEMBL1762654
716	AMINOBENZOIC ACID	CAS:150-13-0|CHEBI:CHEBI:30753|CHEMBL:CHEMBL1437781|CHEMBL:CHEMBL1564391|CHEMBL:CHEMBL1762658|CHEMBL:CHEMBL542|DRUGBANK:DB02362|HMDB:HMDB0001392|MESH:D010129|PUBCHEM:978
717	2-PHENYLPHENOL	CAS:90-43-7|CHEBI:CHEBI:17043|CHEMBL:CHEMBL108829|CHEMBL:CHEMBL1903906|HMDB:HMDB0032582|PUBCHEM:7017
725	METFORMIN	CAS:657-24-9|CHEBI:CHEBI:6801|CHEMBL:CHEMBL1431|CHEMBL:CHEMBL2348412|CHEMBL:CHEMBL3094198|DRUGBANK:DB00331|HMDB:HMDB0001921|HMS-LINCS:10622|MESH:D008687|PUBCHEM:4091
726	PROPOFOL	CAS:2078-54-8|CHEBI:CHEBI:44915|CHEMBL:CHEMBL154232|CHEMBL:CHEMBL356637|CHEMBL:CHEMBL526|DRUGBANK:DB00818|HMDB:HMDB0014956|HMS-LINCS:10856|MESH:D015742|PUBCHEM:4943
735	DIENESTROL	CAS:84-17-3|CHEBI:CHEBI:4518|CHEMBL:CHEMBL1450936|CHEMBL:CHEMBL3188448|CHEMBL:CHEMBL72364|DRUGBANK:DB00890|HMDB:HMDB0015027|MESH:D004028|PUBCHEM:667476
736	3-methyl-1,3-thiazolidin-2-imine hydroiodide	CHEMBL:CHEMBL167256|CHEMBL:CHEMBL3228352
738	BENZYLHYDRAZINE	CHEMBL:CHEMBL1231544|CHEMBL:CHEMBL1434568|CHEMBL:CHEMBL1702634|CHEMBL:CHEMBL3188190
741	DECANOIC ACID	CAS:334-48-5|CHEBI:CHEBI:30813|CHEMBL:CHEMBL107498|CHEMBL:CHEMBL3910243|DRUGBANK:DB03600|HMDB:HMDB0000511|PUBCHEM:2969
745	dimethyl-1,3-thiazol-2-amine	CHEMBL:CHEMBL1204400|CHEMBL:CHEMBL450172
750	SULBACTAM	CAS:140-28-3|CAS:68373-14-8|CHEBI:CHEBI:157785|CHEBI:CHEBI:51344|CHEBI:CHEBI:9321|CHEMBL:CHEMBL1200944|CHEMBL:CHEMBL1362731|CHEMBL:CHEMBL193646|CHEMBL:CHEMBL1995306|CHEMBL:CHEMBL2001290|CHEMBL:CHEMBL2009015|CHEMBL:CHEMBL2286512|CHEMBL:CHEMBL2287506|CHEMBL:CHEMBL3181863|CHEMBL:CHEMBL3392042|CHEMBL:CHEMBL3989650|CHEMBL:CHEMBL403|CHEMBL:CHEMBL511015|DRUGBANK:DB09324|HMS-LINCS:10883|MESH:D013407|PUBCHEM:130313|PUBCHEM:23663973|PUBCHEM:8793
755	1-Aminocyclohexanecarboxylic Acid	CAS:2756-85-6|CHEBI:CHEBI:86534|CHEMBL:CHEMBL1256358|CHEMBL:CHEMBL559934|PUBCHEM:1366
761	SULFANILAMIDE	CAS:63-74-1|CHEBI:CHEBI:45373|CHEMBL:CHEMBL21|DRUGBANK:DB00259|HMDB:HMDB0014404|HMS-LINCS:11732|MESH:D000077145|PUBCHEM:5333
775	DODECANOATE	CAS:143-07-7|CAS:629-25-4|CHEBI:CHEBI:131839|CHEBI:CHEBI:30805|CHEMBL:CHEMBL108766|CHEMBL:CHEMBL3184549|CHEMBL:CHEMBL3924312|CHEMBL:CHEMBL556792|DRUGBANK:DB03017|HMDB:HMDB0000638|PUBCHEM:2735067|PUBCHEM:3893
806	3-AMINOPHENOL	CAS:591-27-5|CHEBI:CHEBI:28924|CHEMBL:CHEMBL269755|CHEMBL:CHEMBL376136|PUBCHEM:11568
816	ITACONIC ANHYDRIDE	CHEMBL:CHEMBL398893|CHEMBL:CHEMBL87967
821	Sodium 3-Methylvalerate	CHEBI:CHEBI:166883|CHEMBL:CHEMBL1762643|CHEMBL:CHEMBL1789215|PUBCHEM:7755
823	DIBENZOYLMETHANE	CAS:120-46-7|CHEBI:CHEBI:75417|CHEMBL:CHEMBL2374292|CHEMBL:CHEMBL3559378|CHEMBL:CHEMBL371523|PUBCHEM:8433
827	N-BENZYLMETHYLAMINE	CHEMBL:CHEMBL1338|CHEMBL:CHEMBL13952
828	(+/-)-Potassium Sec-Butylcarbamodithioate	CHEMBL:CHEMBL2023165|CHEMBL:CHEMBL2027852
829	GALLIC ACID	CAS:149-91-7|CHEBI:CHEBI:30778|CHEMBL:CHEMBL288114|CHEMBL:CHEMBL3634562|HMDB:HMDB0005807|PUBCHEM:370
838	PAMIDRONIC ACID	CAS:109552-15-0|CAS:40391-99-9|CHEBI:CHEBI:7903|CHEBI:CHEBI:7904|CHEMBL:CHEMBL3989401|CHEMBL:CHEMBL676|CHEMBL:CHEMBL834|DRUGBANK:DB00282|HMS-LINCS:11701|MESH:D000077268|PUBCHEM:4674|PUBCHEM:60342
841	PHENYLGLYOXAL	CHEBI:CHEBI:88868|CHEMBL:CHEMBL1364985|CHEMBL:CHEMBL233632|MESH:D010658|PUBCHEM:14090
842	MANDELIC ACID	CAS:17199-29-0|CAS:90-64-2|CHEBI:CHEBI:17656|CHEBI:CHEBI:32800|CHEBI:CHEBI:35825|CHEMBL:CHEMBL1600303|CHEMBL:CHEMBL1609|CHEMBL:CHEMBL1627061|CHEMBL:CHEMBL2104215|CHEMBL:CHEMBL2105969|CHEMBL:CHEMBL292411|CHEMBL:CHEMBL3248126|CHEMBL:CHEMBL58910|DRUGBANK:DB02280|DRUGBANK:DB03357|DRUGBANK:DB13218|HMDB:HMDB0000703|HMDB:HMDB0062635|HMDB:HMDB0124926|PUBCHEM:11914|PUBCHEM:1292|PUBCHEM:439616
851	PYRITHIONE	CAS:1121-30-8|CAS:13463-41-7|CHEBI:CHEBI:32076|CHEBI:CHEBI:36578|CHEMBL:CHEMBL1200471|CHEMBL:CHEMBL1650619|CHEMBL:CHEMBL2364542|CHEMBL:CHEMBL3392049|HMS-LINCS:11925|PUBCHEM:1570
853	TRANYLCYPROMINE	CAS:3721-26-4|CAS:3721-28-6|CHEBI:CHEBI:131510|CHEBI:CHEBI:131511|CHEBI:CHEBI:131512|CHEBI:CHEBI:131514|CHEBI:CHEBI:131516|CHEBI:CHEBI:91711|CHEMBL:CHEMBL1161957|CHEMBL:CHEMBL1179|CHEMBL:CHEMBL1255743|CHEMBL:CHEMBL1476329|CHEMBL:CHEMBL1532760|CHEMBL:CHEMBL1623519|CHEMBL:CHEMBL2218887|CHEMBL:CHEMBL257990|CHEMBL:CHEMBL313833|CHEMBL:CHEMBL3682538|CHEMBL:CHEMBL3989698|CHEMBL:CHEMBL3989843|CHEMBL:CHEMBL467794|CHEMBL:CHEMBL542118|CHEMBL:CHEMBL67391|DRUGBANK:DB00752|HMS-LINCS:10326|LINCS:LSM-5578|PUBCHEM:19493|PUBCHEM:26070|PUBCHEM:2723716|PUBCHEM:5530|PUBCHEM:5702124|PUBCHEM:6419961
860	ASPARAGINE	CAS:2058-58-4|CAS:70-47-3|CHEBI:CHEBI:17196|CHEBI:CHEBI:28159|CHEMBL:CHEMBL1232369|CHEMBL:CHEMBL2361922|CHEMBL:CHEMBL345496|CHEMBL:CHEMBL58832|DRUGBANK:DB00174|DRUGBANK:DB03943|HMDB:HMDB0000168|HMDB:HMDB0033780|MESH:D001216|PUBCHEM:439600|PUBCHEM:6267
861	Sodium 2,3,5,6-Tetrafluorobenzoate	CHEMBL:CHEMBL1207225|CHEMBL:CHEMBL368444
862	ISOCITRATE	CAS:320-77-4|CAS:6061-97-8|CHEBI:CHEBI:151|CHEBI:CHEBI:30887|CHEBI:CHEBI:30889|CHEMBL:CHEMBL2338331|CHEMBL:CHEMBL390356|CHEMBL:CHEMBL539669|DRUGBANK:DB01727|HMDB:HMDB0000193|HMDB:HMDB0001874|PUBCHEM:1198|PUBCHEM:440409|PUBCHEM:5318532
881	AGMATINE	CAS:306-60-5|CHEBI:CHEBI:17431|CHEMBL:CHEMBL1256618|CHEMBL:CHEMBL58343|DRUGBANK:DB08838|HMDB:HMDB0001432|MESH:D000376|PUBCHEM:199
883	ACONITIC ACID	CAS:4023-65-8|CAS:585-84-2|CHEBI:CHEBI:32805|CHEBI:CHEBI:32806|CHEMBL:CHEMBL153658|CHEMBL:CHEMBL347285|HMDB:HMDB0000072|HMDB:HMDB0000958|PUBCHEM:444212|PUBCHEM:643757
890	AMINACRINE	CAS:134-50-9|CAS:90-45-9|CHEBI:CHEBI:74789|CHEBI:CHEBI:74837|CHEMBL:CHEMBL1308088|CHEMBL:CHEMBL1330022|CHEMBL:CHEMBL43184|DRUGBANK:DB11561|MESH:D000585|PUBCHEM:7019|PUBCHEM:8643
891	DCG IV	CHEMBL:CHEMBL1440768|CHEMBL:CHEMBL1555067|CHEMBL:CHEMBL284193|CHEMBL:CHEMBL315646|CHEMBL:CHEMBL334639
